ID_Cliente,Evasion,Genero,Adulto_Mayor,Socio,Dependientes,Meses_Antiguedad,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,TV_Streaming,Peliculas_Streaming,Tipo_Contrato,Facturacion_Digital,Metodo_Pago,Cargos_Mensuales,Cargos_Diarios,Cargos_Totales
2703-AMTUL,0,masculino,0,1,1,36,1,0,dsl,1,1,0,0,0,0,un_ano,0,cheque_correo,53.65,1.79,1939.35
2706-QZIHY,0,femenino,0,1,0,15,1,1,sin_internet,0,0,0,0,0,0,dos_anos,0,cheque_correo,25.2,0.84,387.9
2709-UQGNP,0,masculino,0,0,0,10,1,0,dsl,1,0,0,0,0,0,mes_a_mes,1,cheque_correo,51.65,1.72,524.5
2710-WYVXG,0,femenino,0,0,0,3,1,0,dsl,1,1,0,1,0,1,dos_anos,0,cheque_correo,71.1,2.37,213.35
2712-SYWAY,0,femenino,0,0,0,1,1,1,sin_internet,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,25.7,0.86,25.7
2716-GFZOR,0,masculino,0,1,0,43,1,0,fibra_optica,1,1,1,0,0,0,mes_a_mes,1,credit card (automatic),86.1,2.87,3551.65
2717-HVIZY,0,femenino,0,0,1,8,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,0,cheque_correo,20.05,0.67,163.6
2718-GAXQD,1,femenino,1,1,1,4,1,0,dsl,0,0,0,0,0,0,mes_a_mes,0,cheque_electronico,46.0,1.53,181.6
2718-YSKCS,0,masculino,0,1,1,71,1,0,sin_internet,0,0,0,0,0,0,dos_anos,1,bank transfer (automatic),19.6,0.65,1387.45
2719-BDAQO,1,masculino,0,0,0,17,1,0,fibra_optica,1,0,0,0,1,1,mes_a_mes,0,cheque_electronico,93.85,3.13,1625.65
2720-FVBQP,0,femenino,0,1,1,6,1,1,dsl,0,0,0,0,0,0,mes_a_mes,1,credit card (automatic),48.95,1.63,273.25
2720-WGKHP,1,masculino,1,0,0,2,1,1,fibra_optica,0,0,0,0,1,1,mes_a_mes,1,cheque_electronico,94.0,3.13,181.7
2722-JMONI,1,femenino,1,1,0,1,1,0,dsl,1,0,0,0,0,0,mes_a_mes,1,cheque_electronico,49.55,1.65,49.55
2722-VOJQL,1,masculino,0,0,0,64,1,1,fibra_optica,0,1,0,1,1,1,un_ano,1,credit card (automatic),105.65,3.52,6903.1
2724-FJDYW,0,masculino,0,0,1,39,0,0,dsl,0,0,1,1,1,1,un_ano,0,bank transfer (automatic),54.85,1.83,2191.7
2725-IWWBA,0,masculino,0,1,1,46,1,0,dsl,1,0,1,1,0,0,un_ano,0,cheque_correo,56.9,1.9,2560.1
2725-KXXWT,1,masculino,0,1,0,1,1,0,fibra_optica,0,0,0,0,1,1,mes_a_mes,1,cheque_electronico,90.75,3.02,90.75
2725-TTRIQ,0,femenino,0,1,1,72,1,1,dsl,1,0,1,1,1,1,dos_anos,1,bank transfer (automatic),84.2,2.81,5986.55
2729-VNVAP,0,femenino,0,1,1,33,1,0,sin_internet,0,0,0,0,0,0,dos_anos,0,credit card (automatic),19.8,0.66,641.35
2731-GJRDG,0,femenino,0,0,0,32,1,1,fibra_optica,1,0,1,1,1,1,un_ano,1,bank transfer (automatic),109.55,3.65,3608.0
2732-ISEZX,0,femenino,0,0,0,5,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,1,cheque_correo,20.5,0.68,104.3
2737-WFVYW,1,femenino,0,0,0,2,0,0,dsl,0,0,0,0,1,1,mes_a_mes,1,cheque_electronico,45.25,1.51,85.5
2737-YNGYW,1,femenino,0,0,0,2,1,0,fibra_optica,0,0,0,0,0,1,mes_a_mes,0,cheque_electronico,80.55,2.68,184.1
2739-CACDQ,0,femenino,1,0,0,17,1,1,fibra_optica,0,0,1,0,0,0,mes_a_mes,1,credit card (automatic),82.65,2.76,1470.05
2739-CCZMB,0,masculino,0,0,1,5,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,0,credit card (automatic),20.35,0.68,122.0
2740-JFBOK,0,masculino,0,0,0,10,1,1,sin_internet,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,24.0,0.8,226.55
2740-TVLFN,0,masculino,0,0,0,1,1,1,dsl,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,50.15,1.67,50.15
2746-DIJLO,0,femenino,0,0,0,41,1,1,dsl,0,1,0,0,0,0,un_ano,1,credit card (automatic),56.3,1.88,2364.0
2748-MYRVK,1,femenino,0,0,0,63,1,1,fibra_optica,0,1,0,0,1,1,un_ano,0,bank transfer (automatic),99.9,3.33,6137.0
2749-CTKAJ,0,masculino,0,1,1,22,1,0,sin_internet,0,0,0,0,0,0,un_ano,0,cheque_correo,20.15,0.67,419.9
2750-BJLSB,0,femenino,0,0,0,47,1,0,fibra_optica,1,0,1,1,1,1,un_ano,1,cheque_electronico,103.7,3.46,4730.6
2753-JMMCV,0,masculino,0,0,0,65,1,1,dsl,0,1,1,1,0,1,dos_anos,1,credit card (automatic),74.2,2.47,4805.65
2754-SDJRD,0,femenino,1,0,0,8,1,1,fibra_optica,0,0,0,1,1,1,mes_a_mes,1,credit card (automatic),100.15,3.34,908.55
2754-VDLTR,1,masculino,0,0,1,10,1,1,fibra_optica,0,0,0,0,1,1,mes_a_mes,0,cheque_electronico,95.2,3.17,930.4
2754-XBHTB,1,femenino,0,0,0,9,1,0,fibra_optica,0,0,0,0,1,0,mes_a_mes,1,bank transfer (automatic),77.65,2.59,714.15
2758-RNWXS,0,masculino,0,0,0,35,1,0,fibra_optica,1,0,0,1,0,1,un_ano,1,cheque_electronico,89.2,2.97,3251.3
2761-OCIAX,1,masculino,1,0,0,2,1,0,fibra_optica,0,1,0,0,0,0,mes_a_mes,1,cheque_electronico,74.7,2.49,165.4
2761-XECQW,0,masculino,1,1,0,8,0,0,dsl,0,1,1,0,0,1,mes_a_mes,1,cheque_correo,43.35,1.44,371.4
2770-NSVDG,0,masculino,0,1,0,24,0,0,dsl,0,0,1,0,0,0,mes_a_mes,0,cheque_electronico,29.1,0.97,688.0
2773-MADBQ,0,femenino,0,0,0,36,0,0,dsl,1,1,1,1,0,1,dos_anos,1,cheque_correo,53.1,1.77,1901.25
2773-OVBPK,0,masculino,0,1,0,67,1,1,fibra_optica,0,1,1,1,1,1,dos_anos,1,bank transfer (automatic),111.3,3.71,7567.2
2774-LVQUS,1,femenino,1,1,0,15,1,1,fibra_optica,0,0,1,1,0,0,mes_a_mes,1,cheque_electronico,83.05,2.77,1258.3
2775-SEFEE,0,masculino,0,0,1,0,1,1,dsl,1,1,0,1,0,0,dos_anos,1,bank transfer (automatic),61.9,2.06,0.0
2777-PHDEI,1,femenino,0,0,0,1,1,0,fibra_optica,0,0,0,0,1,0,mes_a_mes,0,cheque_electronico,78.05,2.6,78.05
2778-OCLGR,1,masculino,1,1,0,24,0,0,dsl,1,0,0,0,0,1,mes_a_mes,0,bank transfer (automatic),39.1,1.3,971.3
2782-JEEBU,0,masculino,0,0,0,21,0,0,dsl,0,1,0,1,0,0,mes_a_mes,1,cheque_correo,36.0,1.2,780.15
2782-LFZVW,0,femenino,0,0,0,11,1,1,dsl,0,0,0,0,0,1,mes_a_mes,1,cheque_correo,58.95,1.96,601.6
2786-GCDPI,0,femenino,1,0,0,50,1,1,fibra_optica,0,0,1,1,1,1,mes_a_mes,1,cheque_electronico,104.95,3.5,5222.35
2788-CJQAQ,0,masculino,0,0,0,13,1,0,sin_internet,0,0,0,0,0,0,un_ano,0,cheque_correo,19.45,0.65,270.2
2789-CZANW,0,femenino,0,1,1,64,1,1,fibra_optica,1,1,0,1,1,1,dos_anos,0,bank transfer (automatic),110.3,3.68,6997.3
2789-HQBOU,0,masculino,0,0,0,3,1,0,fibra_optica,0,0,0,0,0,1,mes_a_mes,1,cheque_electronico,80.35,2.68,253.8
2790-XUYMV,0,masculino,0,0,1,71,1,1,fibra_optica,1,1,0,0,0,0,un_ano,1,credit card (automatic),85.45,2.85,6028.95
2791-SFVEW,0,femenino,0,0,0,9,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,0,bank transfer (automatic),20.15,0.67,238.15
2792-LSHWX,0,femenino,0,0,0,1,1,0,fibra_optica,1,1,0,1,0,0,mes_a_mes,1,cheque_correo,83.4,2.78,83.4
2792-VPPET,0,masculino,0,0,0,3,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,20.5,0.68,76.95
2794-XIMMO,1,masculino,0,1,0,53,0,0,dsl,0,1,1,1,1,1,un_ano,1,cheque_electronico,60.45,2.02,3184.25
2796-NNUFI,0,femenino,0,1,1,46,1,0,sin_internet,0,0,0,0,0,0,dos_anos,1,cheque_correo,19.95,0.66,927.1
2796-UUZZO,0,masculino,0,1,1,63,1,0,fibra_optica,0,1,1,0,0,0,mes_a_mes,1,credit card (automatic),80.3,2.68,4896.35
2798-NYLMZ,0,masculino,0,1,0,71,1,1,fibra_optica,1,0,1,1,1,1,dos_anos,1,credit card (automatic),108.55,3.62,7616.0
2799-ARNLO,0,femenino,1,1,0,5,1,0,fibra_optica,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,69.35,2.31,341.6
2799-TSLAG,0,femenino,0,1,1,65,1,1,sin_internet,0,0,0,0,0,0,dos_anos,1,bank transfer (automatic),25.3,0.84,1748.55
2800-QQUSO,0,masculino,0,0,0,42,1,1,fibra_optica,0,0,0,1,1,1,mes_a_mes,1,cheque_electronico,100.3,3.34,4222.95
2800-VEQXM,0,femenino,0,0,0,3,1,0,fibra_optica,0,0,1,0,0,0,mes_a_mes,1,cheque_correo,74.75,2.49,238.1
2801-NISEI,0,masculino,0,0,0,24,1,0,dsl,1,0,0,1,0,0,mes_a_mes,0,cheque_electronico,54.95,1.83,1348.5
2804-ETQDK,0,masculino,0,0,1,66,1,0,sin_internet,0,0,0,0,0,0,dos_anos,0,cheque_correo,20.55,0.68,1357.1
2805-AUFQN,0,femenino,0,0,0,25,1,0,sin_internet,0,0,0,0,0,0,dos_anos,0,credit card (automatic),19.8,0.66,475.2
2805-EDJPQ,0,femenino,0,1,1,56,1,1,fibra_optica,0,1,1,1,0,1,un_ano,1,credit card (automatic),99.75,3.32,5608.4
2806-MLNTI,0,masculino,1,1,0,52,1,1,fibra_optica,0,1,1,0,1,1,un_ano,1,bank transfer (automatic),105.1,3.5,5376.4
2808-CHTDM,0,femenino,0,1,1,23,1,1,sin_internet,0,0,0,0,0,0,dos_anos,0,cheque_correo,25.1,0.84,611.45
2809-ILCYT,0,femenino,0,1,0,25,1,1,sin_internet,0,0,0,0,0,0,un_ano,1,cheque_correo,26.8,0.89,733.55
2809-ZMYOQ,0,femenino,0,0,0,32,1,1,fibra_optica,0,0,1,0,1,1,mes_a_mes,1,cheque_electronico,101.35,3.38,3334.9
2810-FTLEM,1,femenino,0,0,0,16,1,0,dsl,1,0,0,0,0,0,mes_a_mes,1,cheque_electronico,50.15,1.67,762.25
2811-POVEX,0,femenino,1,1,1,23,1,0,fibra_optica,0,1,1,0,0,1,mes_a_mes,1,bank transfer (automatic),88.45,2.95,2130.55
2812-ENYMO,0,masculino,0,0,0,26,0,0,dsl,1,0,0,1,1,1,un_ano,0,credit card (automatic),54.55,1.82,1362.85
2812-REYAT,0,femenino,0,1,0,49,1,0,sin_internet,0,0,0,0,0,0,un_ano,1,bank transfer (automatic),20.05,0.67,923.1
2812-SFXMJ,0,masculino,0,0,1,1,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,0,cheque_correo,20.05,0.67,20.05
2815-CPTUL,1,masculino,1,0,0,5,1,0,fibra_optica,0,0,0,0,0,0,mes_a_mes,1,cheque_correo,70.25,2.34,331.9
2817-LVCPP,0,femenino,0,0,0,50,1,0,sin_internet,0,0,0,0,0,0,dos_anos,0,credit card (automatic),19.4,0.65,1023.95
2817-NTQDO,1,masculino,0,0,0,13,0,0,dsl,1,0,0,1,1,0,mes_a_mes,1,credit card (automatic),45.55,1.52,597.0
2819-GWENI,0,femenino,0,1,1,28,1,0,sin_internet,0,0,0,0,0,0,un_ano,0,cheque_correo,19.9,0.66,543.0
2821-WARNZ,0,femenino,0,0,1,49,1,0,sin_internet,0,0,0,0,0,0,un_ano,0,credit card (automatic),19.45,0.65,921.3
2823-LKABH,0,femenino,0,0,0,18,1,1,fibra_optica,0,0,1,1,0,1,mes_a_mes,1,bank transfer (automatic),95.05,3.17,1679.4
2824-DXNKN,0,femenino,0,1,1,72,1,1,dsl,1,0,1,0,1,0,dos_anos,1,bank transfer (automatic),71.45,2.38,5025.85
2824-MYYBN,0,femenino,0,1,1,37,1,1,fibra_optica,0,0,0,0,1,1,mes_a_mes,1,cheque_electronico,95.25,3.18,3314.15
2826-DXLQO,0,masculino,1,1,0,7,0,0,dsl,1,0,0,0,0,0,mes_a_mes,0,bank transfer (automatic),29.8,0.99,220.45
2826-UWHIS,0,masculino,0,1,0,45,1,1,fibra_optica,0,1,0,0,0,0,mes_a_mes,0,bank transfer (automatic),81.4,2.71,3775.85
2828-SLQPF,0,masculino,0,0,0,19,1,0,dsl,0,0,0,0,0,0,mes_a_mes,1,bank transfer (automatic),45.0,1.5,865.85
2829-HYVZP,0,masculino,0,0,0,29,1,0,sin_internet,0,0,0,0,0,0,un_ano,1,cheque_correo,19.8,0.66,572.2
2830-LEWOA,0,masculino,0,1,1,61,1,0,fibra_optica,0,1,1,1,1,1,un_ano,0,credit card (automatic),103.9,3.46,6449.15
2831-EBWRN,0,masculino,0,0,0,4,1,0,dsl,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,45.9,1.53,199.75
2832-KJCRD,0,femenino,0,0,0,38,1,1,fibra_optica,0,0,1,1,1,1,mes_a_mes,1,cheque_electronico,103.65,3.46,3988.5
2832-SCUCO,0,femenino,0,0,0,2,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,0,cheque_electronico,19.9,0.66,57.4
2833-SLKDQ,1,masculino,0,0,0,1,1,0,dsl,0,0,0,0,0,0,mes_a_mes,0,cheque_correo,45.05,1.5,45.05
2834-JKOOW,0,femenino,0,0,0,15,0,0,dsl,1,1,1,1,0,0,un_ano,0,cheque_correo,45.9,1.53,693.45
2834-JRTUA,1,masculino,0,0,0,71,1,1,fibra_optica,1,0,1,1,1,1,dos_anos,1,cheque_electronico,108.05,3.6,7532.15
2834-SPCJV,1,masculino,0,1,0,52,1,0,fibra_optica,1,0,0,0,1,0,mes_a_mes,0,cheque_electronico,84.1,2.8,4348.65
2839-RFSQE,1,femenino,0,0,0,2,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,0,cheque_correo,20.65,0.69,38.7
2840-XANRC,1,masculino,1,1,0,24,1,0,fibra_optica,0,0,1,0,1,1,mes_a_mes,1,cheque_electronico,93.15,3.1,2231.05
2842-BCQGE,0,masculino,0,0,0,43,1,1,fibra_optica,0,0,0,0,0,0,mes_a_mes,1,credit card (automatic),75.35,2.51,3161.4
2842-JTCCU,1,masculino,0,0,0,2,1,0,dsl,0,0,0,0,0,0,mes_a_mes,0,bank transfer (automatic),46.05,1.54,80.35
2843-CQMEG,0,masculino,0,0,0,24,1,0,dsl,0,1,0,0,0,0,mes_a_mes,1,cheque_correo,49.7,1.66,1218.25
2845-AFFTX,1,masculino,1,1,0,41,1,1,fibra_optica,0,0,1,0,1,1,mes_a_mes,1,cheque_electronico,99.8,3.33,4259.3
2845-HSJCY,1,femenino,0,1,1,14,1,1,fibra_optica,0,0,1,0,0,1,mes_a_mes,1,cheque_electronico,87.25,2.91,1258.6
2845-KDHVX,0,femenino,0,1,0,64,1,0,dsl,0,1,1,1,0,1,dos_anos,1,cheque_correo,68.3,2.28,4378.8
2848-YXSMW,0,masculino,0,1,1,72,1,0,sin_internet,0,0,0,0,0,0,dos_anos,0,credit card (automatic),19.4,0.65,1363.25
2851-MMUTZ,0,femenino,0,0,0,27,1,0,dsl,0,1,0,1,0,0,mes_a_mes,1,cheque_correo,56.15,1.87,1439.35
2851-STERV,0,masculino,1,0,0,35,1,0,dsl,0,0,1,1,1,1,un_ano,1,cheque_electronico,73.0,2.43,2471.25
2853-CWQFQ,0,masculino,0,0,1,1,1,0,dsl,0,0,0,1,0,1,mes_a_mes,1,cheque_correo,59.55,1.98,59.55
2856-HYAPG,1,femenino,0,0,0,1,1,0,fibra_optica,0,0,0,0,0,0,mes_a_mes,0,cheque_electronico,68.65,2.29,68.65
2856-NNASM,1,masculino,1,0,0,43,1,0,fibra_optica,0,0,0,0,1,1,mes_a_mes,1,cheque_correo,89.55,2.98,3856.75
2858-EIMXH,0,femenino,1,1,0,53,1,1,fibra_optica,0,0,0,0,1,1,un_ano,1,credit card (automatic),95.85,3.2,5016.25
2858-MOFSQ,1,femenino,0,0,1,17,1,1,dsl,0,0,1,0,0,0,un_ano,1,cheque_correo,55.85,1.86,937.5
2860-RANUS,1,femenino,1,0,0,20,1,1,fibra_optica,0,0,0,0,0,1,mes_a_mes,1,credit card (automatic),85.8,2.86,1727.5
2862-JVEOY,0,masculino,0,0,0,6,1,0,sin_internet,0,0,0,0,0,0,un_ano,0,cheque_correo,19.15,0.64,124.4
2862-PFNIK,0,masculino,0,0,1,1,0,0,dsl,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,24.7,0.82,24.7
2863-IMQDR,0,femenino,0,0,0,61,1,1,dsl,1,1,1,1,1,1,dos_anos,0,cheque_electronico,89.65,2.99,5308.7
2865-TCHJW,1,femenino,1,0,0,4,1,1,fibra_optica,0,0,1,0,1,0,mes_a_mes,1,cheque_electronico,89.2,2.97,346.2
2866-IKBTM,0,femenino,0,0,0,1,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,0,cheque_correo,19.55,0.65,19.55
2867-UIMSS,1,masculino,0,0,0,1,1,0,fibra_optica,0,0,0,0,0,1,mes_a_mes,0,cheque_electronico,80.5,2.68,80.5
2868-LLSKM,0,femenino,0,1,1,68,1,1,fibra_optica,0,1,0,1,0,0,un_ano,1,bank transfer (automatic),83.65,2.79,5733.4
2868-MZAGQ,1,masculino,0,0,0,1,1,0,fibra_optica,0,0,0,0,0,1,mes_a_mes,1,cheque_electronico,79.25,2.64,79.25
2868-SNELZ,1,femenino,0,0,0,2,1,1,fibra_optica,0,0,1,0,0,0,mes_a_mes,0,cheque_correo,80.6,2.69,155.8
2869-ADAWR,1,femenino,0,0,0,45,1,1,fibra_optica,0,1,0,0,1,0,mes_a_mes,1,credit card (automatic),89.3,2.98,4016.85
2873-ZLIWT,1,femenino,0,1,1,40,1,1,fibra_optica,0,0,1,1,0,0,mes_a_mes,1,cheque_electronico,84.85,2.83,3303.05
2874-YXVVA,0,femenino,0,0,0,34,1,0,fibra_optica,0,1,1,1,1,1,mes_a_mes,1,cheque_electronico,105.1,3.5,3634.8
2876-GZYZC,0,femenino,0,0,0,13,1,1,fibra_optica,0,0,0,0,0,1,mes_a_mes,1,cheque_electronico,85.95,2.86,1215.65
2876-VBBBL,1,femenino,0,0,0,1,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,1,cheque_correo,20.25,0.68,20.25
2877-VDUER,0,femenino,0,1,1,35,0,0,dsl,0,0,0,1,1,0,un_ano,0,cheque_correo,40.9,1.36,1383.6
2878-DHMIN,0,masculino,0,1,1,35,1,0,sin_internet,0,0,0,0,0,0,un_ano,0,cheque_electronico,19.9,0.66,666.0
2878-RMWXY,0,masculino,1,1,0,72,1,1,fibra_optica,1,1,1,0,0,1,dos_anos,1,credit card (automatic),102.65,3.42,7550.3
2880-FPNAE,0,masculino,1,1,0,2,1,0,fibra_optica,0,0,1,0,0,0,mes_a_mes,1,cheque_electronico,74.2,2.47,140.1
2882-DDZPG,0,femenino,0,0,0,12,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,0,bank transfer (automatic),19.45,0.65,227.45
2882-WDTBA,0,masculino,0,1,1,69,1,0,dsl,1,1,1,1,1,0,dos_anos,1,bank transfer (automatic),75.75,2.52,5388.15
2883-ILGWO,0,masculino,1,0,0,57,1,1,fibra_optica,0,1,0,1,1,1,mes_a_mes,1,bank transfer (automatic),104.9,3.5,5913.95
2884-GBPFB,1,femenino,0,1,0,35,1,0,fibra_optica,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,70.3,2.34,2416.55
2885-HIJDH,0,masculino,0,1,1,69,1,1,dsl,1,0,1,1,1,1,dos_anos,0,bank transfer (automatic),86.9,2.9,6194.1
2886-KEFUM,1,femenino,0,1,0,63,1,1,fibra_optica,0,1,1,0,1,1,un_ano,1,cheque_electronico,107.5,3.58,6873.75
2887-JPYLU,0,femenino,0,0,1,41,1,0,dsl,0,0,0,0,0,0,mes_a_mes,0,bank transfer (automatic),45.2,1.51,1841.9
2888-ADFAO,0,femenino,0,1,1,47,1,0,sin_internet,0,0,0,0,0,0,dos_anos,1,bank transfer (automatic),21.3,0.71,1041.8
2889-FPWRM,1,masculino,0,1,0,72,1,1,fibra_optica,1,1,1,1,1,1,un_ano,1,bank transfer (automatic),117.8,3.93,8684.8
2890-WFBHU,0,femenino,0,0,0,59,1,1,dsl,1,1,1,1,0,1,un_ano,0,credit card (automatic),79.85,2.66,4786.1
2892-GESUL,0,femenino,0,1,1,18,1,0,sin_internet,0,0,0,0,0,0,dos_anos,0,cheque_correo,19.35,0.64,309.25
2894-QOJRX,1,femenino,0,1,0,25,0,0,dsl,0,0,0,0,1,0,mes_a_mes,1,bank transfer (automatic),34.0,1.13,853.0
2896-TBNBE,0,masculino,0,1,0,40,1,0,fibra_optica,0,1,1,0,0,0,un_ano,0,cheque_electronico,80.8,2.69,3132.75
2897-DOVND,0,masculino,0,0,0,2,1,0,fibra_optica,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,69.8,2.33,146.65
2898-LSJGD,1,femenino,0,1,1,21,0,0,dsl,1,0,1,0,1,1,un_ano,1,cheque_electronico,55.95,1.86,1157.05
2898-MRKPI,0,masculino,0,1,1,68,1,1,fibra_optica,0,1,0,0,1,1,un_ano,1,credit card (automatic),101.05,3.37,6770.5
2900-PHPLN,0,femenino,1,1,0,70,1,0,sin_internet,0,0,0,0,0,0,dos_anos,1,credit card (automatic),19.55,0.65,1462.05
2903-YYTBW,0,masculino,0,1,1,1,1,0,dsl,0,0,0,0,0,0,mes_a_mes,0,cheque_electronico,44.55,1.48,44.55
2904-GGUAZ,0,femenino,0,1,0,72,1,1,fibra_optica,1,1,0,0,0,0,dos_anos,1,bank transfer (automatic),84.05,2.8,6052.25
2905-KFQUV,0,femenino,0,1,0,2,1,0,fibra_optica,0,0,0,0,0,0,mes_a_mes,1,credit card (automatic),70.4,2.35,154.8
2907-ILJBN,0,femenino,0,1,1,11,1,0,sin_internet,0,0,0,0,0,0,un_ano,0,cheque_correo,20.6,0.69,233.9
2908-WGAXL,0,femenino,0,1,1,56,1,1,sin_internet,0,0,0,0,0,0,dos_anos,1,credit card (automatic),24.95,0.83,1468.9
2908-ZTPNF,0,femenino,0,0,0,36,0,0,dsl,0,1,0,1,0,0,mes_a_mes,1,bank transfer (automatic),34.85,1.16,1267.2
2911-IJORQ,0,masculino,0,0,0,37,1,1,dsl,1,1,1,1,1,1,un_ano,1,bank transfer (automatic),90.6,3.02,3358.65
2911-UREFD,1,femenino,0,1,0,39,0,0,dsl,1,0,1,0,1,1,mes_a_mes,0,cheque_electronico,55.9,1.86,2184.35
2911-WDXMV,0,masculino,0,0,1,18,1,1,fibra_optica,0,0,1,0,0,0,mes_a_mes,1,credit card (automatic),80.55,2.68,1406.65
2916-BQZLN,0,masculino,0,0,0,19,1,1,fibra_optica,1,0,1,0,0,0,mes_a_mes,1,cheque_electronico,84.75,2.82,1651.95
2919-HBCJO,1,femenino,0,0,0,4,1,0,fibra_optica,0,1,0,0,0,0,mes_a_mes,1,bank transfer (automatic),76.65,2.56,333.6
2920-RNCEZ,0,masculino,0,1,1,1,1,0,fibra_optica,0,0,0,0,0,0,mes_a_mes,1,credit card (automatic),69.95,2.33,69.95
2921-XWDJH,0,femenino,1,1,0,38,1,0,fibra_optica,1,0,0,0,0,1,mes_a_mes,1,cheque_electronico,83.45,2.78,3147.15
2923-ARZLG,0,masculino,0,1,1,0,1,0,sin_internet,0,0,0,0,0,0,un_ano,1,cheque_correo,19.7,0.66,0.0
2924-KHUVI,0,masculino,0,1,0,56,1,1,fibra_optica,1,0,0,0,1,1,un_ano,1,cheque_electronico,100.55,3.35,5514.95
2925-MXLSX,0,femenino,0,0,0,30,1,1,dsl,0,1,1,0,1,0,un_ano,1,credit card (automatic),68.95,2.3,2038.7
2925-VDZHY,0,masculino,0,1,1,72,1,1,dsl,1,1,1,1,1,1,dos_anos,0,credit card (automatic),88.7,2.96,6501.35
2926-JEJJC,0,femenino,0,0,0,8,1,0,sin_internet,0,0,0,0,0,0,un_ano,1,bank transfer (automatic),20.2,0.67,140.95
2927-CVULT,0,femenino,0,1,1,53,1,1,fibra_optica,1,1,1,1,0,1,dos_anos,1,bank transfer (automatic),104.05,3.47,5566.4
2927-QRRQV,0,masculino,0,1,0,46,1,1,fibra_optica,0,1,1,0,1,0,un_ano,1,cheque_electronico,94.65,3.16,4312.5
2928-HLDBA,0,femenino,0,0,0,6,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,0,cheque_correo,20.7,0.69,112.75
2929-ERCFZ,1,femenino,0,1,1,8,1,0,fibra_optica,0,0,1,0,1,1,mes_a_mes,1,cheque_electronico,94.2,3.14,777.3
2929-QNSRW,1,femenino,0,1,0,56,1,1,fibra_optica,0,1,0,0,1,1,un_ano,1,cheque_electronico,98.25,3.28,5508.35
2930-UOTMB,1,femenino,0,0,0,31,1,1,dsl,1,0,1,1,0,0,mes_a_mes,0,credit card (automatic),65.25,2.17,1994.3
2931-FSOHN,0,masculino,1,0,0,13,1,0,dsl,0,1,0,0,1,0,mes_a_mes,1,cheque_electronico,59.9,2.0,788.35
2931-SVLTV,0,masculino,0,1,1,40,1,1,fibra_optica,1,1,0,1,1,1,mes_a_mes,1,credit card (automatic),110.1,3.67,4469.1
2931-VUVJN,0,femenino,1,1,0,59,1,1,fibra_optica,1,1,1,1,0,0,un_ano,1,cheque_electronico,94.05,3.14,5483.9
2931-XIQBR,0,femenino,0,1,1,50,1,0,fibra_optica,0,0,1,1,1,1,un_ano,0,cheque_correo,103.05,3.44,5153.5
2933-FILNV,1,femenino,0,1,1,2,0,0,dsl,0,0,0,0,0,0,mes_a_mes,1,cheque_correo,24.4,0.81,36.55
2933-XEUJM,0,femenino,0,0,0,46,1,1,dsl,1,0,1,0,1,1,dos_anos,0,cheque_correo,79.2,2.64,3593.8
2937-FTHUR,0,femenino,0,0,1,18,1,1,dsl,1,0,0,0,0,1,mes_a_mes,0,cheque_electronico,64.8,2.16,1166.7
2946-KIQSP,0,femenino,0,0,0,35,0,0,dsl,0,0,1,1,0,0,mes_a_mes,1,cheque_correo,33.45,1.12,1175.85
2947-DOMLJ,1,masculino,0,0,1,1,1,0,dsl,1,0,0,0,0,0,mes_a_mes,0,cheque_correo,50.6,1.69,50.6
2951-QOQTK,1,masculino,0,0,1,4,1,1,fibra_optica,0,0,0,1,0,0,mes_a_mes,0,credit card (automatic),80.8,2.69,332.45
2952-QAYZF,1,masculino,0,0,0,5,1,1,fibra_optica,0,1,1,0,0,0,mes_a_mes,1,cheque_electronico,85.3,2.84,424.15
2954-PIBKO,0,femenino,0,1,1,69,1,1,dsl,1,0,1,1,0,0,dos_anos,1,credit card (automatic),64.15,2.14,4254.1
2955-BJZHG,1,masculino,0,1,1,17,1,0,fibra_optica,0,0,0,0,1,0,mes_a_mes,0,cheque_electronico,80.85,2.7,1400.85
